FID,agf,plotID,transect,County,genus,species,dbh,height,canopyd,latitude,longitude,altitude,accuracy,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,NDVI,EVI,NDWI,RDVI,NDVI_red_edge,mNDVI_red_edge,MSR_red_edge,CI_red_edge,MSI,LSWI,MTCI,IRECI,PSRI,NDVIA,TCARI,MCARI,TVI,SAVI,Temp_mean,Temp_max,Temp_min,Temp_skew,Temp_kurtosis,Elevation_x,Precip_mean,Precip_max,Precip_min,Precip_skew,Precip_kurtosis,Elevation_y,Slope,Aspect,Hill_shade
5205,cropland_agroforestry,20,3,Mombasa,Musa,acuminata,18,100,200,-3.9908498,39.5949581,-50.688,1.061,2124.5,1296,476,738.5,713,1212,2685,3118.5,2962,3527.5,3544.5,0.611972789,1.531599019,0.164651529,1.389363927,0.259220779,-0.273490184,3.1542777,1.443894389,1.394210402,0.391263504,2.951903808,4.426853707,0.088268156,0.541797157,0.401713222,0.290264026,0.611972789,0.611889539,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,6,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,6,2.780288458,180,180
5298,cropland_agroforestry,18,3,Mombasa,Musa,acuminata,30,300,100,-3.9804678,39.6283638,3.374,1.287,2971.5,1875.5,475.5,791,756,1263.5,2397.5,2792,2867,3055.5,3033,0.582666299,1.375154713,-0.017898433,1.275537316,0.251299827,-0.403305785,2.792328042,1.269093787,0.964832576,0.209066948,2.234482759,3.787192118,0.116996872,0.515066488,0.336058394,0.276929165,0.582666299,0.582585898,26.86589154,29.06700611,24.90541482,0.231669474,-1.218309113,22,0.081165313,0.283978228,0.023518555,2.61447539,7.781581923,22,9.467437744,150.8866119,166
5318,cropland_agroforestry,17,3,Mombasa,Musa,acuminata,15,220,100,-3.9784941,39.6559081,-54.948,1.84,2496,1543.5,474,742,712,1311.5,2734.5,3252.5,2945,3450.5,3298,0.610609789,1.524024024,0.082521595,1.383841167,0.296268841,-0.31109652,3.136235955,1.245520396,1.179887821,0.312242397,2.373644704,3.770642202,0.087036021,0.540547083,0.372462973,0.329393824,0.610609789,0.610526316,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,19,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,19,11.93799591,57.59139252,149
5647,cropland_agroforestry,21,3,Kwale,Acacia,nilotica,5,220,100,-3.9781507,39.4608079,154.648,1.362,3496.5,2594,780,1198,1426,1800.5,2347,2649.5,2647,2890,2767,0.299779033,0.570134479,-0.138276227,0.506639091,0.116070045,-0.320181235,0.856241234,0.470147181,0.757042757,0.010112574,1.459279039,4.184245661,0.275244994,0.25159695,0.154367277,0.094640378,0.299779033,0.299742236,26.36754693,28.62490392,24.38071723,0.21142088,-1.227378499,178,0.083585499,0.272634883,0.024217949,2.223455464,5.808110428,178,2.074029207,26.62038231,177
5388,cropland_agroforestry,15,3,Mombasa,Musa,acuminata,45,430,300,-3.9721152,39.6823483,14.80000019,1.699,3401.5,2449,1177,1586,1828,2246,3033.5,3404.5,3210,3706.5,3506,0.274315204,0.645613379,-0.028964683,0.455397734,0.102601865,-0.204603807,0.756017505,0.42920748,0.943701308,0.134476056,1.883971292,4.44138756,0.214603593,0.222365245,0.180121971,0.090917186,0.274315204,0.274287983,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,46,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,46,4.983744621,338.1510315,186
5376,cropland_agroforestry,15,3,Mombasa,Acacia,senegal,6,220,300,-3.9720762,39.6820252,13.235,1.415,2993,2114.5,1139,1370,1266,1905.5,2895,3314,3202,3456,3506,0.433303491,2.144914691,0.033736885,0.814014082,0.201639603,-0.222006737,1.529225908,0.680398845,1.069829602,0.204551867,1.54730258,2.745895231,0.043868739,0.345282682,0.22925734,0.255156127,0.433303491,0.433255007,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,45,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,45,2.780288458,0,180
5387,cropland_agroforestry,15,3,Mombasa,Musa,acuminata,18,200,300,-3.9720086,39.6820492,27.5,3.311,2993,2114.5,810,1495,1596,1905.5,2895,3314,3154,3456,3506,0.328,0.585186298,0.026191638,0.565853759,0.08839069,-0.222006737,0.976190476,0.655208607,1.053792182,0.197304736,3.197092084,6.736672052,0.271502591,0.280215827,0.252055268,0.047441616,0.328,0.327965477,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,45,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,45,2.780288458,0,180
5391,cropland_agroforestry,15,3,Mombasa,Musa,acuminata,20,200,200,-3.9720046,39.682049,27.615,3.266,2993,2114.5,810,1495,1596,1905.5,2895,3314,3154,3456,3506,0.328,0.585186298,0.026191638,0.565853759,0.08839069,-0.222006737,0.976190476,0.655208607,1.053792182,0.197304736,3.197092084,6.736672052,0.271502591,0.280215827,0.252055268,0.047441616,0.328,0.327965477,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,45,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,45,2.780288458,0,180
5399,cropland_agroforestry,15,3,Mombasa,Musa,acuminata,30,200,100,-3.9719908,39.6821701,-24.323,4.665,3346,2430.5,779.5,1452,1578,2302.5,3127.5,3429,3240,3592.5,3506,0.344956413,0.605442425,-0.016094746,0.602759581,0.186702744,-0.184739311,1.053231939,0.407166124,0.968320383,0.142756371,1.138716356,3.240855763,0.255315747,0.296918267,0.16470024,0.182366992,0.344956413,0.344920618,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,46,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,46,4.983744621,338.1510315,186
5396,cropland_agroforestry,15,3,Mombasa,Musa,acuminata,40,500,250,-3.9719885,39.6821723,-23.884,1.177,3346,2430.5,779.5,1452,1578,2302.5,3127.5,3429,3240,3592.5,3506,0.344956413,0.605442425,-0.016094746,0.602759581,0.186702744,-0.184739311,1.053231939,0.407166124,0.968320383,0.142756371,1.138716356,3.240855763,0.255315747,0.296918267,0.16470024,0.182366992,0.344956413,0.344920618,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,46,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,46,4.983744621,338.1510315,186
5408,cropland_agroforestry,15,3,Mombasa,Musa,acuminata,25,400,100,-3.9719734,39.6821936,-23.782,0.72,3346,2430.5,779.5,1452,1578,2302.5,3127.5,3429,3240,3592.5,3506,0.344956413,0.605442425,-0.016094746,0.602759581,0.186702744,-0.184739311,1.053231939,0.407166124,0.968320383,0.142756371,1.138716356,3.240855763,0.255315747,0.296918267,0.16470024,0.182366992,0.344956413,0.344920618,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,46,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,46,4.983744621,338.1510315,186
5420,cropland_agroforestry,15,3,Mombasa,Musa,acuminata,23,360,100,-3.9719666,39.6822144,-19.871,0.819,3346,2430.5,821,1231,1450,2302.5,3127.5,3429,3145,3592.5,3506,0.368879217,0.744923969,-0.030965953,0.6566636,0.227181879,-0.184739311,1.168965517,0.365906623,0.939928273,0.128149942,0.967741935,2.705571848,0.201119105,0.312961595,0.156514788,0.241563518,0.368879217,0.368839082,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,46,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,46,4.983744621,338.1510315,186
5390,cropland_agroforestry,15,3,Mombasa,Musa,acuminata,32,460,300,-3.9719635,39.681712,38.164,1.045,2349.5,1462.5,501.5,825,795.5,1309.5,2677,3127.5,2814,3408.5,3216.5,0.559218728,1.318677729,0.089958362,1.191201245,0.244180523,-0.284230664,2.537397863,1.148911798,1.197701639,0.316029463,2.660505837,4.232490272,0.10982443,0.490999757,0.370265222,0.269110347,0.559218728,0.559141274,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,46,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,46,6.54520607,81.88916779,160
5422,cropland_agroforestry,15,3,Mombasa,Musa,acuminata,35,225,100,-3.9719534,39.6822069,-19.782,1.226,3346,2430.5,821,1231,1450,2302.5,3127.5,3429,3145,3592.5,3506,0.368879217,0.744923969,-0.030965953,0.6566636,0.227181879,-0.184739311,1.168965517,0.365906623,0.939928273,0.128149942,0.967741935,2.705571848,0.201119105,0.312961595,0.156514788,0.241563518,0.368879217,0.368839082,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,46,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,46,4.983744621,338.1510315,186
5404,cropland_agroforestry,15,3,Mombasa,Musa,acuminata,18,200,100,-3.9719529,39.6820625,26.394,1.64,2993,2114.5,810,1495,1596,1905.5,2895,3314,3154,3456,3506,0.328,0.585186298,0.026191638,0.565853759,0.08839069,-0.222006737,0.976190476,0.655208607,1.053792182,0.197304736,3.197092084,6.736672052,0.271502591,0.280215827,0.252055268,0.047441616,0.328,0.327965477,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,45,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,45,2.780288458,0,180
5425,cropland_agroforestry,15,3,Mombasa,Musa,acuminata,20,238,100,-3.9719386,39.6822226,-19.161,0.809,2892.5,2055.5,544.5,1038,1327,1770.5,2875.5,3239,3238,3501.5,3506,0.418619934,0.671256454,0.056357556,0.776434518,0.143179984,-0.240617628,1.44009043,0.828861903,1.119446845,0.223387173,2.491544532,5.255918828,0.272126587,0.374009199,0.276577986,0.112002259,0.418619934,0.418574088,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,46,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,46,4.983744621,338.1510315,186
5401,cropland_agroforestry,15,3,Mombasa,Musa,acuminata,30,250,230,-3.9719368,39.6823092,14.80000019,1.673,2892.5,2055.5,695.5,1114,1228,1770.5,2875.5,3239,3218,3501.5,3506,0.447593342,0.92631383,0.053268963,0.851665714,0.180923795,-0.240617628,1.620521173,0.817565659,1.112532411,0.220441832,2.036866359,4.01843318,0.185185185,0.387046582,0.269692227,0.184975995,0.447593342,0.447543011,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,46,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,46,4.983744621,338.1510315,186
5406,cropland_agroforestry,15,3,Mombasa,Musa,acuminata,30,250,180,-3.9719276,39.6823135,14.80000019,1.446,2982,2118,754,1181,1281,1713.5,2790,3228,3286,3480,3506,0.43901905,0.942553592,0.048500319,0.828942309,0.144431458,-0.270152273,1.56518345,0.917712285,1.101945003,0.216136195,2.489017341,4.707514451,0.188888889,0.376808871,0.277670251,0.140414357,0.43901905,0.438970991,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,46,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,46,4.983744621,338.1510315,186
5423,cropland_agroforestry,15,3,Mombasa,Musa,acuminata,40,250,150,-3.9719096,39.6823269,14.80000019,1.253,2982,2118,754,1181,1281,1713.5,2790,3228,3286,3480,3506,0.43901905,0.942553592,0.048500319,0.828942309,0.144431458,-0.270152273,1.56518345,0.917712285,1.101945003,0.216136195,2.489017341,4.707514451,0.188888889,0.376808871,0.277670251,0.140414357,0.43901905,0.438970991,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,46,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,46,4.983744621,338.1510315,186
5426,cropland_agroforestry,15,3,Mombasa,Musa,acuminata,35,190,120,-3.971902,39.6823283,14.80000019,1.253,2982,2118,754,1181,1281,1713.5,2790,3228,3286,3480,3506,0.43901905,0.942553592,0.048500319,0.828942309,0.144431458,-0.270152273,1.56518345,0.917712285,1.101945003,0.216136195,2.489017341,4.707514451,0.188888889,0.376808871,0.277670251,0.140414357,0.43901905,0.438970991,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,46,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,46,4.983744621,338.1510315,186
5421,cropland_agroforestry,15,3,Mombasa,Musa,acuminata,18,200,200,-3.971848,39.6821158,14.80000019,1.393,2853,2017,690,1014,1149,1761.5,2723.5,3130,2701,3310,3506,0.403116883,0.877629496,-0.027367663,0.737906503,0.210444941,-0.236537003,1.350739774,0.533352257,0.946722748,0.144976685,1.570612245,3.32,0.168533138,0.34185022,0.237598678,0.226057337,0.403116883,0.403064537,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,45,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,45,2.780288458,0,180
5415,cropland_agroforestry,15,3,Mombasa,Musa,acuminata,30,600,230,-3.9718132,39.6818354,14.80000019,1.249,2599,1683,569,866,811,1507,2727.5,3112.5,2989,3370,3216.5,0.573157895,1.517347081,0.069792412,1.240668198,0.300258844,-0.265952265,2.685573366,0.98341075,1.150057715,0.279537671,1.753591954,3.101293103,0.08872594,0.498512245,0.306947754,0.337358991,0.573157895,0.573082489,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,46,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,46,6.54520607,81.88916779,160
5434,cropland_agroforestry,15,3,Mombasa,Musa,acuminata,28,200,100,-3.9717308,39.6822286,14.80000019,1.016,2637,1917,503,890,850,1400.5,2635,3191.5,3216,3302,3506,0.581898672,1.30157333,0.098923629,1.272686948,0.244612308,-0.30625387,2.783529412,1.296322742,1.219567691,0.253068381,2.242506812,3.87284287,0.131688805,0.517837601,0.333017078,0.264905391,0.581898672,0.581827124,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,46,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,46,4.983744621,338.1510315,186
5375,pasture_agroforestry,16,3,Mombasa,Eucalyptus,camaldulensis,45,800,230,-3.9666074,39.7319136,-8.531,1.428,2423,1530.5,482,816.5,700.5,1397,2749,3114.5,3235,3364,3794,0.644009656,1.656969142,0.143513609,1.526469979,0.332061979,-0.268586387,3.618129907,1.31567645,1.33512175,0.357674955,1.941134243,3.254845657,0.079483449,0.573740804,0.342779192,0.367573372,0.644009656,0.643927846,27.01920772,29.12997848,25.0864569,0.213691705,-1.215481972,19,0.084950585,0.322489936,0.021379285,2.764588222,8.350905143,19,5.401646614,120.9031677,166
5454,pasture_agroforestry,14,3,Mombasa,Eucalyptus,camaldulensis,40,1600,320,-3.9487089,39.6849979,-36.164,0.94,2510.5,1579,536,705.5,724.5,1273.5,2131.5,2524.5,2341,2643.5,2833.5,0.527320176,1.514143874,-0.034937648,1.084690543,0.274774775,-0.326902748,2.231193927,0.838241068,0.932483569,0.194387755,1.56284153,2.906193078,0.088435374,0.448840761,0.270513723,0.31527287,0.527320176,0.527234181,26.80706617,28.88818738,24.94710511,0.223181893,-1.164316849,24,0.083383329,0.306213949,0.024952971,2.614256154,7.706587361,24,4.729344845,101.2837753,166
5461,pasture_agroforestry,14,3,Mombasa,Eucalyptus,camaldulensis,36,1100,380,-3.9486934,39.6850327,-33.323,3.345,2510.5,1579,536,705.5,724.5,1273.5,2131.5,2524.5,2341,2643.5,2833.5,0.527320176,1.514143874,-0.034937648,1.084690543,0.274774775,-0.326902748,2.231193927,0.838241068,0.932483569,0.194387755,1.56284153,2.906193078,0.088435374,0.448840761,0.270513723,0.31527287,0.527320176,0.527234181,26.80706617,28.88818738,24.94710511,0.223181893,-1.164316849,24,0.083383329,0.306213949,0.024952971,2.614256154,7.706587361,24,4.729344845,101.2837753,166
5458,pasture_agroforestry,14,3,Mombasa,Eucalyptus,camaldulensis,38,1200,400,-3.9486932,39.6850305,-33.533,1.165,2510.5,1579,536,705.5,724.5,1273.5,2131.5,2524.5,2341,2643.5,2833.5,0.527320176,1.514143874,-0.034937648,1.084690543,0.274774775,-0.326902748,2.231193927,0.838241068,0.932483569,0.194387755,1.56284153,2.906193078,0.088435374,0.448840761,0.270513723,0.31527287,0.527320176,0.527234181,26.80706617,28.88818738,24.94710511,0.223181893,-1.164316849,24,0.083383329,0.306213949,0.024952971,2.614256154,7.706587361,24,4.729344845,101.2837753,166
5443,pasture_agroforestry,14,3,Mombasa,Eucalyptus,camaldulensis,40,1700,400,-3.9486875,39.6850394,-67.6,1.078,2510.5,1579,536,705.5,724.5,1273.5,2131.5,2524.5,2341,2643.5,2833.5,0.527320176,1.514143874,-0.034937648,1.084690543,0.274774775,-0.326902748,2.231193927,0.838241068,0.932483569,0.194387755,1.56284153,2.906193078,0.088435374,0.448840761,0.270513723,0.31527287,0.527320176,0.527234181,26.80706617,28.88818738,24.94710511,0.223181893,-1.164316849,24,0.083383329,0.306213949,0.024952971,2.614256154,7.706587361,24,4.729344845,101.2837753,166
5465,pasture_agroforestry,14,3,Mombasa,Eucalyptus,camaldulensis,32,1250,340,-3.9486673,39.6850066,-35.707,1.146,2100.5,1356.5,575.5,762,767,1082.5,1762.5,2041.5,1995,2224.5,2833.5,0.444605358,1.34545853,-0.02575998,0.843701551,0.170586645,-0.319824065,1.601043025,0.84295612,0.949773863,0.190511711,2.155309033,3.762282092,0.108652482,0.367940075,0.272851064,0.19778291,0.444605358,0.444524887,26.80706617,28.88818738,24.94710511,0.223181893,-1.164316849,24,0.083383329,0.306213949,0.024952971,2.614256154,7.706587361,24,4.729344845,101.2837753,166
5475,pasture_agroforestry,14,3,Mombasa,Eucalyptus,camaldulensis,48,1700,450,-3.9486549,39.6851207,-22.027,0.909,2510.5,1579,608,921,981,1273.5,2131.5,2524.5,2605,2643.5,2833.5,0.452872281,1.032553408,0.018473268,0.865857411,0.129740519,-0.326902748,1.655453619,1.045543777,1.037641904,0.245219885,2.933333333,5.208547009,0.174994136,0.387219838,0.294581281,0.125166863,0.452872281,0.452809145,26.80706617,28.88818738,24.94710511,0.223181893,-1.164316849,21,0.083383329,0.306213949,0.024952971,2.614256154,7.706587361,21,4.992266655,111.7544937,166
5469,pasture_agroforestry,14,3,Mombasa,Eucalyptus,camaldulensis,40,1600,420,-3.9486506,39.6851133,-22.443,0.917,2510.5,1579,608,921,981,1273.5,2131.5,2524.5,2605,2643.5,2833.5,0.452872281,1.032553408,0.018473268,0.865857411,0.129740519,-0.326902748,1.655453619,1.045543777,1.037641904,0.245219885,2.933333333,5.208547009,0.174994136,0.387219838,0.294581281,0.125166863,0.452872281,0.452809145,26.80706617,28.88818738,24.94710511,0.223181893,-1.164316849,21,0.083383329,0.306213949,0.024952971,2.614256154,7.706587361,21,4.992266655,111.7544937,166
5491,pasture_agroforestry,14,3,Mombasa,Eucalyptus,camaldulensis,10,600,100,-3.94859,39.6850428,2.114,2.499,2482.5,1546,485.5,712,765.5,1246,2121.5,2454.5,2515,2697.5,2833.5,0.53330285,1.261264509,0.006503252,1.104005732,0.23887646,-0.331634706,2.285434357,1.018459069,1.013091641,0.23861118,1.822060354,3.404786681,0.131982088,0.464551248,0.284845628,0.263563403,0.53330285,0.533221579,26.80706617,28.88818738,24.94710511,0.223181893,-1.164316849,24,0.083383329,0.306213949,0.024952971,2.614256154,7.706587361,24,4.729344845,101.2837753,166
5484,pasture_agroforestry,14,3,Mombasa,Eucalyptus,camaldulensis,20,600,100,-3.9485897,39.6850444,2.188,2.815,2482.5,1546,485.5,712,765.5,1246,2121.5,2454.5,2515,2697.5,2833.5,0.53330285,1.261264509,0.006503252,1.104005732,0.23887646,-0.331634706,2.285434357,1.018459069,1.013091641,0.23861118,1.822060354,3.404786681,0.131982088,0.464551248,0.284845628,0.263563403,0.53330285,0.533221579,26.80706617,28.88818738,24.94710511,0.223181893,-1.164316849,24,0.083383329,0.306213949,0.024952971,2.614256154,7.706587361,24,4.729344845,101.2837753,166
5496,pasture_agroforestry,14,3,Mombasa,Eucalyptus,camaldulensis,15,500,200,-3.9485779,39.6850637,2.016,0.838,2482.5,1546,485.5,712,765.5,1246,2121.5,2454.5,2515,2697.5,2833.5,0.53330285,1.261264509,0.006503252,1.104005732,0.23887646,-0.331634706,2.285434357,1.018459069,1.013091641,0.23861118,1.822060354,3.404786681,0.131982088,0.464551248,0.284845628,0.263563403,0.53330285,0.533221579,26.80706617,28.88818738,24.94710511,0.223181893,-1.164316849,24,0.083383329,0.306213949,0.024952971,2.614256154,7.706587361,24,4.729344845,101.2837753,166
5499,pasture_agroforestry,14,3,Mombasa,Eucalyptus,camaldulensis,40,600,200,-3.9485572,39.6850968,0.007,2.16,2482.5,1546,535,833.5,915,1246,2121.5,2454.5,2555,2697.5,2833.5,0.472622478,1.016486922,0.01439206,0.920382947,0.153169829,-0.331634706,1.792349727,1.050561798,1.029204431,0.246037552,2.645015106,4.79305136,0.179118548,0.40948814,0.29893943,0.15152488,0.472622478,0.472554387,26.80706617,28.88818738,24.94710511,0.223181893,-1.164316849,24,0.083383329,0.306213949,0.024952971,2.614256154,7.706587361,24,4.729344845,101.2837753,166
5504,pasture_agroforestry,14,3,Mombasa,Eucalyptus,camaldulensis,20,500,100,-3.9485566,39.6850973,-0.012,4.158,2482.5,1546,535,833.5,915,1246,2121.5,2454.5,2555,2697.5,2833.5,0.472622478,1.016486922,0.01439206,0.920382947,0.153169829,-0.331634706,1.792349727,1.050561798,1.029204431,0.246037552,2.645015106,4.79305136,0.179118548,0.40948814,0.29893943,0.15152488,0.472622478,0.472554387,26.80706617,28.88818738,24.94710511,0.223181893,-1.164316849,24,0.083383329,0.306213949,0.024952971,2.614256154,7.706587361,24,4.729344845,101.2837753,166
5503,pasture_agroforestry,14,3,Mombasa,Acacia,nilotica,30,190,110,-3.9484849,39.6849253,9.066,4.879,2199,1332.5,461.5,676.5,733,1177.5,1962,2262.5,2443,2500.5,2833.5,0.538413098,1.264512312,0.05256355,1.120737429,0.232661607,-0.302532208,2.332878581,1.074734607,1.110959527,0.294133227,1.764904387,3.375703037,0.138379205,0.470103093,0.274566769,0.255881104,0.538413098,0.538328349,26.80706617,28.88818738,24.94710511,0.223181893,-1.164316849,23,0.083383329,0.306213949,0.024952971,2.614256154,7.706587361,23,4.983725071,21.84839821,174
